Country_Code,Cuisines,Rating,Rating_text,Votes
1,North Indian,3.1,Average,7
1,"North Indian, Mughlai",3.1,Average,54
1,"South Indian, Fast Food, Street Food",3.1,Average,44
1,"North Indian, Mughlai",3.1,Average,15
1,"Chinese, North Indian",2.9,Average,14
1,"Chinese, Mughlai, North Indian",3,Average,4
1,"Chinese, Fast Food",3.1,Average,13
1,"North Indian, South Indian, Chinese, Fast Food",3.2,Average,31
1,"North Indian, Chinese",3.6,Good,22
1,"Pizza, Fast Food",3.5,Good,21
1,"Chinese, North Indian",0,Not rated,2
1,Street Food,0,Not rated,1
1,North Indian,0,Not rated,0
1,"Chinese, South Indian, Fast Food",0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,Pizza,0,Not rated,0
1,"Beverages, Fast Food",0,Not rated,0
1,North Indian,0,Not rated,2
1,"North Indian, Chinese, South Indian, Fast Food",0,Not rated,3
1,"Bakery, Fast Food",0,Not rated,2
1,Healthy Food,0,Not rated,0
1,"Chinese, Fast Food",0,Not rated,1
1,Street Food,0,Not rated,0
1,"Raw Meats, Fast Food",0,Not rated,2
1,Fast Food,0,Not rated,2
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,Pizza,0,Not rated,1
1,North Indian,0,Not rated,2
1,"Mughlai, North Indian",0,Not rated,0
1,"Bakery, Fast Food",0,Not rated,0
1,"Raw Meats, Street Food",0,Not rated,0
1,Mithai,0,Not rated,1
1,Mithai,0,Not rated,0
1,North Indian,0,Not rated,1
1,Street Food,0,Not rated,0
1,South Indian,0,Not rated,3
1,"Chinese, Italian",0,Not rated,0
1,Bakery,0,Not rated,3
1,"Bakery, Fast Food",3.1,Average,10
1,"Continental, Italian, North Indian",3.5,Good,218
1,Fast Food,0,Not rated,1
1,"Cafe, French",0,Not rated,1
1,North Indian,0,Not rated,0
1,"South Indian, Fast Food",0,Not rated,1
1,Fast Food,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,1
1,Fast Food,0,Not rated,1
1,Fast Food,3.4,Average,44
1,"Cafe, Chinese",3,Average,7
1,Street Food,3.1,Average,4
1,"Chinese, Fast Food",2.7,Average,4
1,"Mithai, North Indian, Chinese, Street Food",2.8,Average,8
1,"North Indian, Chinese",2.7,Average,7
1,"Chinese, Fast Food",3.2,Average,56
1,Fast Food,3.3,Average,6
1,"Bakery, Desserts",3,Average,4
1,North Indian,2.6,Average,10
1,"Chinese, North Indian",3.3,Average,40
1,"North Indian, Chinese, Fast Food",3.4,Average,49
1,"Desserts, Ice Cream",3,Average,4
1,"South Indian, North Indian",2.7,Average,9
1,"North Indian, Chinese, Fast Food",2.6,Average,102
1,"North Indian, Street Food",3.8,Good,183
1,"Chinese, Asian, Thai",3.7,Good,270
1,North Indian,3.6,Good,75
1,"North Indian, Mughlai",3.5,Good,116
1,Mughlai,0,Not rated,0
1,"North Indian, Chinese, South Indian",0,Not rated,3
1,South Indian,0,Not rated,3
1,"Raw Meats, Fast Food",0,Not rated,2
1,Mughlai,0,Not rated,1
1,"Bakery, Desserts",0,Not rated,2
1,"Bakery, Desserts",0,Not rated,0
1,"North Indian, Chinese",0,Not rated,2
1,North Indian,0,Not rated,0
1,Chinese,0,Not rated,0
1,North Indian,0,Not rated,0
1,Street Food,0,Not rated,1
1,"Bakery, Fast Food",0,Not rated,3
1,"North Indian, Chinese",0,Not rated,1
1,Bakery,0,Not rated,0
1,South Indian,0,Not rated,1
1,"Mughlai, North Indian",0,Not rated,0
1,"Mithai, Street Food",0,Not rated,2
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,3
1,Bakery,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, Chinese, Street Food, Mithai",3.4,Average,22
1,Biryani,3,Average,32
1,"Biryani, Hyderabadi",3.1,Average,8
1,"Burger, Fast Food",3.4,Average,45
1,"Pizza, Fast Food",2.5,Average,47
1,"North Indian, Mughlai",3.4,Average,59
1,Afghani,2.9,Average,39
1,"Mughlai, North Indian",2.9,Average,31
1,"Italian, Pizza, Fast Food",2.8,Average,54
1,"North Indian, Street Food",3.3,Average,40
1,"North Indian, South Indian, Chinese",2.6,Average,50
1,"North Indian, Chinese",3.1,Average,18
1,"Mithai, North Indian, South Indian, Chinese, Street Food",3.1,Average,33
1,"Burger, Fast Food, Chinese, Bakery",3,Average,41
1,Bakery,3.5,Good,70
1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.7,Good,269
1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.8,Good,472
1,Desserts,3.8,Good,21
1,"Asian, Thai",3.7,Good,57
1,"North Indian, South Indian, Chinese",3.8,Good,63
1,Cafe,3.5,Good,54
1,"North Indian, Mughlai, Nepalese, Tibetan, Korean",0,Not rated,2
1,"Tibetan, Chinese",3.5,Good,515
1,"North Indian, Street Food",4.1,Very Good,577
1,Fast Food,3.4,Average,32
1,"Fast Food, South Indian, Chinese",3.2,Average,23
1,"Mughlai, North Indian",3.3,Average,23
1,Cafe,3.3,Average,12
1,"North Indian, Fast Food",3.1,Average,20
1,"Fast Food, Street Food",3.3,Average,7
1,"North Indian, Mughlai, Chinese, Italian",3.2,Average,11
1,"North Indian, Chinese, Fast Food",2.8,Average,13
1,Bakery,0,Not rated,0
1,"Chinese, South Indian",0,Not rated,0
1,"Mithai, Street Food",0,Not rated,0
1,"Chinese, Fast Food",0,Not rated,0
1,"North Indian, Chinese",0,Not rated,0
1,"North Indian, Fast Food",0,Not rated,0
1,"Fast Food, South Indian",4.2,Very Good,762
1,"Pizza, Fast Food",2.8,Average,8
1,"North Indian, Chinese",2.6,Average,5
1,"Fast Food, Mithai, Bakery",3.3,Average,13
1,North Indian,3.1,Average,24
1,Fast Food,3.1,Average,18
1,Chinese,2.9,Average,13
1,"Chinese, Continental, Mexican",2.8,Average,14
1,Street Food,3,Average,74
1,Cafe,2.7,Average,18
1,Cafe,2.8,Average,14
1,"North Indian, Chinese",3,Average,7
1,"Fast Food, Beverages",3.2,Average,15
1,North Indian,2.8,Average,9
1,North Indian,3.1,Average,8
1,Mithai,3,Average,11
1,"Bakery, Fast Food, Beverages",3.4,Average,17
1,Chinese,2.9,Average,11
1,"Pizza, Fast Food",2.6,Average,46
1,"North Indian, Fast Food",2.6,Average,10
1,Fast Food,3.2,Average,4
1,"Bakery, Fast Food",3.4,Average,188
1,Bakery,3,Average,9
1,"North Indian, Chinese",2.6,Average,8
1,"Mughlai, Biryani",3.1,Average,7
1,"North Indian, Mughlai",2.7,Average,64
1,"North Indian, Mithai",3.3,Average,61
1,North Indian,3,Average,13
1,"North Indian, Chinese",2.9,Average,7
1,"North Indian, Chinese",3.4,Average,31
1,"North Indian, South Indian",3,Average,8
1,"Mithai, Street Food",2.8,Average,8
1,"Pizza, Fast Food",2.9,Average,17
1,"South Indian, Fast Food",2.8,Average,34
1,South Indian,3.3,Average,29
1,North Indian,3.1,Average,21
1,"Fast Food, Tea",2.8,Average,7
1,North Indian,2.7,Average,25
1,Chinese,3.4,Average,31
1,"Chinese, Fast Food",3,Average,10
1,"Chinese, Fast Food",3.2,Average,23
1,Chinese,3.1,Average,7
1,Fast Food,3.1,Average,13
1,"Chinese, North Indian",3.1,Average,10
1,Biryani,3.5,Good,22
1,"Burger, Fast Food",3.5,Good,66
1,Street Food,3.8,Good,70
1,"Italian, Pizza",3.8,Good,270
1,"Sushi, Asian",3.7,Good,40
1,"Cafe, Pizza",3.5,Good,54
1,"North Indian, Mughlai",0,Not rated,3
1,South Indian,0,Not rated,0
1,Fast Food,0,Not rated,0
1,"South Indian, Chinese, Fast Food",0,Not rated,0
1,"Chinese, North Indian",0,Not rated,0
1,"Mughlai, Fast Food, North Indian",2.4,Poor,41
1,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",2.1,Poor,121
1,"North Indian, Chinese",2.2,Poor,120
1,"Chinese, North Indian, Fast Food, Italian",4.1,Very Good,675
1,Finger Food,3.3,Average,20
1,Chinese,3.5,Good,114
1,Cafe,3.9,Good,90
1,Finger Food,3.5,Good,39
1,Continental,3.8,Good,273
1,"Continental, European, North Indian, French",4,Very Good,189
1,North Indian,3.5,Good,26
1,"North Indian, Chinese",2.5,Average,66
1,"North Indian, Mughlai, Chinese",3.1,Average,15
1,"Chinese, Thai",3.1,Average,81
1,"North Indian, Street Food, South Indian, Mithai",3.3,Average,205
1,"North Indian, Mughlai",3.1,Average,54
1,"Pizza, Fast Food",2.5,Average,81
1,"North Indian, Mughlai, Chinese",3.2,Average,67
1,"Ice Cream, Street Food",2.9,Average,8
1,"North Indian, Mughlai, Chinese",2.6,Average,72
1,"Bakery, Desserts, Fast Food",3.4,Average,51
1,"North Indian, Mughlai, Chinese",3.2,Average,75
1,Fast Food,2.7,Average,27
1,"Ice Cream, Desserts",3.2,Average,15
1,"Chinese, North Indian, Mithai, Street Food",2.6,Average,32
1,Asian,3,Average,7
1,"North Indian, Chinese, Mughlai",2.9,Average,49
1,Bakery,3.1,Average,12
1,"North Indian, Mithai, Street Food",2.6,Average,26
1,"Mithai, Street Food",3.3,Average,25
1,"Raw Meats, North Indian, Fast Food",2.9,Average,12
1,"North Indian, Chinese, Mughlai",2.5,Average,55
1,"Chinese, North Indian",3.2,Average,18
1,"North Indian, Mughlai, Chinese, Fast Food",3.4,Average,98
1,Fast Food,3.1,Average,8
1,"Mithai, Street Food",2.9,Average,6
1,"Raw Meats, Fast Food",2.7,Average,10
1,"Italian, Pizza, Bakery",3.3,Average,171
1,"American, Fast Food, Salad, Healthy Food",3.2,Average,66
1,Cafe,3.1,Average,11
1,"Japanese, French",3.1,Average,10
1,Ice Cream,3.6,Good,26
1,"Cafe, Desserts, Bakery",3.5,Good,14
1,"South Indian, Fast Food",3.8,Good,330
1,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",3.8,Good,25
1,"American, Continental, Italian, Bakery",3.7,Good,393
1,"Desserts, Middle Eastern, Turkish",3.9,Good,200
1,"Mughlai, North Indian",3.5,Good,148
1,"North Indian, Mughlai, Chinese",3.8,Good,202
1,"Desserts, Bakery",3.6,Good,58
1,Cafe,0,Not rated,2
1,Cafe,2.3,Poor,52
1,"Japanese, Sushi",4.1,Very Good,665
1,Asian,4.1,Very Good,278
1,"American, Fast Food",4.1,Very Good,3495
1,"North Indian, South Indian, Chinese",2.8,Average,8
1,Chinese,3,Average,63
1,Street Food,3.3,Average,13
1,"Chinese, Thai",2.7,Average,19
1,"North Indian, Chinese",3.1,Average,55
1,North Indian,3.1,Average,53
1,North Indian,2.9,Average,13
1,North Indian,2.9,Average,7
1,"Pizza, Fast Food",3.2,Average,19
1,"Asian, Chinese",3.7,Good,131
1,"Bakery, Desserts, Fast Food",3.6,Good,25
1,"North Indian, Mughlai",3.8,Good,194
1,Mughlai,3.7,Good,162
1,Bakery,0,Not rated,1
1,Mithai,0,Not rated,2
1,North Indian,0,Not rated,0
1,Chinese,0,Not rated,0
1,"Bengali, North Indian",0,Not rated,2
1,"European, Lebanese, Mediterranean",4.2,Very Good,2549
1,"North Indian, Mithai, South Indian, Street Food, Fast Food",2.7,Average,11
1,North Indian,2.9,Average,5
1,"North Indian, South Indian, Chinese",2.9,Average,7
1,Mithai,2.7,Average,14
1,"Mithai, North Indian, South Indian, Chinese, Street Food",2.9,Average,6
1,"North Indian, Chinese",3,Average,5
1,Chinese,3.2,Average,17
1,"Fast Food, Pizza",2.5,Average,6
1,North Indian,3.1,Average,16
1,Chinese,3.1,Average,12
1,"North Indian, Chinese, Fast Food",2.9,Average,11
1,"North Indian, Chinese, Mughlai",3.1,Average,6
1,"North Indian, Chinese",2.8,Average,17
1,"North Indian, Mughlai, Chinese",3,Average,22
1,"North Indian, South Indian, Continental, Fast Food",3,Average,5
1,"Fast Food, North Indian, Bakery",3.1,Average,8
1,"North Indian, Mughlai, Chinese, Continental, Fast Food",2.8,Average,10
1,"North Indian, Fast Food, Biryani",2.9,Average,15
1,"North Indian, Chinese",2.9,Average,6
1,"Biryani, Chinese, North Indian",2.8,Average,5
1,"North Indian, Chinese",2.9,Average,5
1,"North Indian, Chinese, Mughlai, South Indian",3.1,Average,16
1,North Indian,2.9,Average,5
1,"North Indian, Chinese",2.9,Average,6
1,"North Indian, Chinese, Continental, Fast Food",3.9,Good,23
1,"Mithai, Street Food",0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,1
1,"Burger, Fast Food",0,Not rated,1
1,"Fast Food, Chinese",0,Not rated,0
1,"Bakery, Desserts",0,Not rated,0
1,North Indian,0,Not rated,0
1,"Cafe, North Indian, Continental",0,Not rated,0
1,"North Indian, Chinese, Mughlai",0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, Mughlai, Chinese",0,Not rated,0
1,Bakery,0,Not rated,2
1,"North Indian, Chinese, Fast Food",0,Not rated,0
1,"North Indian, Mughlai, Chinese",0,Not rated,2
1,"North Indian, Mithai",0,Not rated,1
1,"North Indian, Chinese",0,Not rated,0
1,Street Food,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,3
1,Fast Food,0,Not rated,3
1,Kerala,0,Not rated,0
1,"North Indian, Chinese, South Indian",0,Not rated,0
1,"North Indian, Chinese",0,Not rated,1
1,Bakery,0,Not rated,2
1,"Mughlai, North Indian",0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, Biryani",0,Not rated,2
1,"North Indian, Chinese, Fast Food",0,Not rated,1
1,"Pizza, Fast Food",0,Not rated,2
1,"South Indian, Nepalese",0,Not rated,1
1,North Indian,0,Not rated,1
1,North Indian,0,Not rated,2
1,Chinese,0,Not rated,1
1,Mughlai,0,Not rated,1
1,"North Indian, Biryani",0,Not rated,2
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, Mughlai, Chinese",0,Not rated,0
1,Biryani,0,Not rated,0
1,North Indian,0,Not rated,0
1,"Mithai, Street Food",0,Not rated,1
1,Finger Food,2.7,Average,17
1,"European, North Indian",3.4,Average,39
1,"North Indian, Continental",3.3,Average,57
1,"Chinese, North Indian",3,Average,8
1,Cafe,3.2,Average,13
1,"Naga, Chinese",3.1,Average,7
1,"Tibetan, Chinese",3.1,Average,8
1,"North Indian, Chinese",0,Not rated,0
1,Chinese,0,Not rated,1
1,"Tibetan, South Indian, North Indian",0,Not rated,0
1,"Cafe, North Eastern",0,Not rated,0
1,"Tibetan, Chinese",0,Not rated,3
1,Tibetan,0,Not rated,0
1,"North Indian, Chinese, Tibetan",0,Not rated,0
1,Ice Cream,0,Not rated,0
1,Chinese,0,Not rated,0
1,"Tibetan, Chinese, North Indian",0,Not rated,0
1,Nepalese,0,Not rated,0
1,"Tibetan, Chinese",0,Not rated,0
1,Nepalese,0,Not rated,0
1,"Cafe, Tibetan",0,Not rated,0
1,"Tibetan, Chinese",0,Not rated,1
1,"North Indian, South Indian, Fast Food",0,Not rated,0
1,"Nepalese, Tibetan",0,Not rated,0
1,Chinese,0,Not rated,3
1,"Asian, Chinese",0,Not rated,0
1,"North Indian, Fast Food",0,Not rated,0
1,"Tibetan, Chinese, North Indian",0,Not rated,1
1,"North Indian, Mughlai",3.2,Average,93
1,"Burger, Fast Food",3.3,Average,78
1,"Cafe, Chinese",3.1,Average,7
1,Cafe,2.5,Average,52
1,"Mexican, Italian, North Indian, Continental, Asian",3.3,Average,191
1,"Bakery, Desserts",3.4,Average,75
1,"Street Food, North Indian",3.3,Average,51
1,"Chinese, Thai",3.3,Average,35
1,"North Indian, Mughlai",3.4,Average,297
1,"North Indian, Chinese, Mughlai",3.2,Average,245
1,"North Indian, Chinese, Mughlai",2.7,Average,68
1,"North Indian, Chinese",3.3,Average,105
1,Healthy Food,3.4,Average,45
1,"Mughlai, North Indian",3,Average,183
1,South Indian,3,Average,15
1,"North Indian, Fast Food, Chinese",2.8,Average,75
1,"Chinese, Tibetan",3.2,Average,17
1,Maharashtrian,3.3,Average,20
1,"Fast Food, North Indian",3.4,Average,214
1,"North Indian, Chinese",2.6,Average,146
1,"Bakery, Desserts, Fast Food",3.4,Average,103
1,"Fast Food, Beverages",3.3,Average,250
1,"North Indian, Chinese, Fast Food",3.4,Average,50
1,Chinese,3.2,Average,14
1,"Italian, Pizza, Fast Food",2.8,Average,120
1,"North Indian, Chinese",3,Average,34
1,"Street Food, North Indian",3.3,Average,62
1,"Fast Food, North Indian, Chinese",3.4,Average,218
1,Chinese,3.4,Average,217
1,"American, Fast Food, Salad, Healthy Food",2.8,Average,183
1,"Cafe, Italian, Mexican, Salad, Desserts",3.4,Average,155
1,"North Indian, Mughlai, Chinese",2.8,Average,198
1,"North Indian, Mughlai, Chinese",3.4,Average,485
1,"North Indian, Mughlai, Chinese",3.2,Average,134
1,"Street Food, Fast Food",3.3,Average,37
1,Biryani,3.6,Good,61
1,"North Indian, Mughlai, Chinese",3.5,Good,226
1,"North Indian, Chinese, Mughlai",3.9,Good,100
1,"Biryani, Hyderabadi",3.9,Good,113
1,"Burger, American, Fast Food",3.9,Good,50
1,Chinese,3.8,Good,306
1,"North Indian, Chinese",3.5,Good,361
1,"Burger, Desserts, Fast Food",3.6,Good,290
1,"North Indian, Chinese",3.7,Good,93
1,South Indian,3.7,Good,370
1,"North Indian, Italian",3.8,Good,55
1,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",3.7,Good,132
1,"Ice Cream, Desserts",3.7,Good,145
1,"Mithai, Street Food",3.8,Good,45
1,"Raw Meats, North Indian, Fast Food",3.5,Good,52
1,"Italian, North Indian, Chinese, Mughlai",3.7,Good,99
1,Fast Food,3.6,Good,82
1,"North Indian, Mughlai, Chinese",3.5,Good,99
1,"Mithai, Street Food",3.6,Good,114
1,"North Indian, Mughlai, Chinese",3.6,Good,427
1,"Chinese, Thai",3.7,Good,408
1,"Chinese, Thai",3.5,Good,60
1,"Chinese, Tibetan, Japanese",3.6,Good,412
1,"Thai, Chinese, North Indian",3.9,Good,38
1,"Bakery, Fast Food",3.7,Good,137
1,"Mughlai, North Indian, Chinese",3.5,Good,259
1,"Thai, Japanese",3.6,Good,148
1,"Chinese, Thai",3.6,Good,268
1,Continental,3.9,Good,91
1,"Asian, North Indian, Continental",3.5,Good,104
1,"North Indian, Chinese, Seafood, Chettinad",3.5,Good,168
1,"North Indian, Continental, Asian, Chinese, Thai",3.6,Good,305
1,"North Indian, Mughlai",3.8,Good,75
1,"North Indian, Biryani, Chinese, Fast Food",3.7,Good,41
1,"Healthy Food, Salad",3.5,Good,34
1,"Pizza, Fast Food",2.3,Poor,185
1,"North Indian, Mughlai, Chinese",2.3,Poor,18
1,"North Indian, South Indian, Chinese, Mughlai",2.4,Poor,137
1,"North Indian, Mughlai, Chinese",2,Poor,84
1,"Lucknowi, Mughlai",2.2,Poor,182
1,"North Indian, Mughlai",4.4,Very Good,84
1,Bihari,4,Very Good,308
1,"North Indian, Fast Food",4,Very Good,153
1,"Cafe, American, Italian",4,Very Good,244
1,"Cafe, Bakery, Parsi",4.1,Very Good,84
1,"Healthy Food, Salad",4,Very Good,255
1,"Cafe, Desserts",4.3,Very Good,126
1,"Sushi, Japanese, Healthy Food",4,Very Good,53
1,"Cafe, Fast Food, Healthy Food",4.1,Very Good,135
1,Chinese,3.2,Average,10
1,Chinese,3.3,Average,47
1,Fast Food,0,Not rated,1
1,Bakery,0,Not rated,2
1,"North Indian, Continental",0,Not rated,2
1,North Indian,0,Not rated,2
1,"North Indian, Chinese",4.2,Very Good,278
1,North Indian,3.2,Average,20
1,"Raw Meats, North Indian, Fast Food",2.7,Average,7
1,"South Indian, Chinese",3,Average,6
1,"Biryani, Kerala",3.2,Average,13
1,"South Indian, Chinese",3.1,Average,14
1,"Mithai, Street Food",2.9,Average,18
1,"Pizza, Fast Food",3,Average,6
1,"Bakery, Fast Food",3.1,Average,7
1,Chinese,3.1,Average,10
1,"North Indian, Mughlai, Chinese",3.2,Average,21
1,North Indian,3.5,Good,25
1,"North Indian, Chinese",3.5,Good,24
1,"Chinese, North Indian",0,Not rated,3
1,North Indian,0,Not rated,3
1,"North Indian, Chinese",0,Not rated,2
1,Fast Food,2.6,Average,4
1,"Chinese, North Indian",3.2,Average,19
1,"Mithai, Street Food",2.9,Average,5
1,North Indian,2.9,Average,7
1,"North Indian, Mughlai, Chinese",2.8,Average,7
1,North Indian,2.9,Average,4
1,"Desserts, Street Food",2.7,Average,20
1,Ice Cream,3.1,Average,13
1,"North Indian, Chinese, Mughlai",3.2,Average,51
1,"North Indian, Chinese",2.7,Average,14
1,North Indian,3,Average,8
1,"North Indian, Mughlai",2.7,Average,29
1,Chinese,2.7,Average,11
1,Chinese,2.7,Average,28
1,"Bakery, Fast Food",2.6,Average,25
1,"North Indian, Mughlai, Chinese",3.2,Average,86
1,"Fast Food, Chinese",2.9,Average,6
1,"North Indian, Chinese",2.7,Average,33
1,Bakery,3.1,Average,34
1,"Mithai, Street Food",3,Average,8
1,"North Indian, Chinese, Mughlai",3.1,Average,77
1,"Raw Meats, North Indian, Fast Food",3.2,Average,24
1,North Indian,2.7,Average,14
1,"North Indian, Mughlai, Chinese",2.7,Average,46
1,"Chinese, Fast Food",2.6,Average,61
1,"Biryani, Hyderabadi",2.7,Average,60
1,"North Indian, Chinese",3,Average,20
1,Kerala,3.3,Average,45
1,Bakery,2.8,Average,8
1,"American, Asian, North Indian, Mexican, South Indian",3.3,Average,21
1,"Street Food, Desserts",2.9,Average,5
1,"Bakery, Fast Food",3,Average,22
1,"North Indian, Chinese",2.7,Average,5
1,"North Indian, Street Food",2.9,Average,5
1,North Indian,3,Average,4
1,"North Indian, Chinese",2.6,Average,53
1,"Raw Meats, Fast Food",2.8,Average,11
1,Fast Food,3.3,Average,58
1,"Bakery, Desserts, Fast Food",2.8,Average,15
1,"Chinese, Fast Food",3.1,Average,26
1,"South Indian, Chinese",3,Average,18
1,"South Indian, Chettinad",2.8,Average,49
1,"North Indian, Mughlai",3.1,Average,7
1,"Bakery, Desserts",3.1,Average,7
1,"North Indian, Chinese",3.2,Average,23
1,"Fast Food, Chinese",3.1,Average,53
1,"Asian, Thai, Chinese, North Indian",3.1,Average,80
1,"Chinese, North Indian, South Indian",3.4,Average,33
1,"Bakery, Desserts",3.7,Good,39
1,"Fast Food, Pizza, Burger",3.6,Good,165
1,Cafe,3.7,Good,72
1,Fast Food,3.7,Good,49
1,"Mexican, North Indian",3.7,Good,57
1,"Street Food, Fast Food, Chinese, South Indian, North Indian",3.7,Good,65
1,North Indian,0,Not rated,1
1,North Indian,0,Not rated,2
1,"Bakery, Desserts",0,Not rated,0
1,"Bakery, Desserts",0,Not rated,0
1,Fast Food,0,Not rated,2
1,"North Indian, Mughlai",0,Not rated,1
1,Chinese,0,Not rated,0
1,"North Indian, Chinese",0,Not rated,0
1,"North Indian, Fast Food",0,Not rated,0
1,"Cafe, Beverages",0,Not rated,0
1,"Fast Food, Chinese",0,Not rated,1
1,Fast Food,0,Not rated,0
1,Bakery,0,Not rated,1
1,North Indian,0,Not rated,3
1,"North Indian, Mughlai",0,Not rated,2
1,"North Indian, Fast Food",0,Not rated,2
1,"North Indian, Mughlai, Chinese",0,Not rated,0
1,"North Indian, South Indian, Chinese",0,Not rated,0
1,North Indian,0,Not rated,0
1,Mexican,0,Not rated,3
1,North Indian,0,Not rated,0
1,South Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,0
1,South Indian,0,Not rated,1
1,Bakery,0,Not rated,3
1,"North Indian, Biryani",0,Not rated,0
1,Cafe,2.4,Poor,49
1,"North Indian, Chinese, Fast Food",2.4,Poor,76
1,Chinese,2.4,Poor,36
1,"Mithai, Street Food",3.1,Average,12
1,Mithai,2.8,Average,14
1,"Bakery, Fast Food",3.3,Average,48
1,"North Indian, Chinese",3.2,Average,12
1,Chinese,2.9,Average,4
1,"Chinese, Fast Food",3,Average,7
1,"North Indian, Fast Food",2.7,Average,49
1,"Street Food, Fast Food",3,Average,5
1,"North Indian, Biryani",2.5,Average,25
1,South Indian,2.8,Average,11
1,Fast Food,3.2,Average,44
1,"North Indian, Street Food",2.8,Average,8
1,North Indian,3.1,Average,22
1,South Indian,3.3,Average,23
1,"North Indian, Chinese, South Indian, Fast Food",2.8,Average,69
1,"North Indian, Chinese",2.6,Average,94
1,"North Indian, Fast Food",3.1,Average,81
1,Street Food,3.3,Average,16
1,Street Food,3.6,Good,32
1,Street Food,3.5,Good,16
1,Cafe,3.7,Good,79
1,Street Food,3.8,Good,94
1,Cafe,3.9,Good,254
1,"Chinese, Fast Food",3.7,Good,410
1,"North Indian, Chinese, Continental, Fast Food",3.6,Good,100
1,Bakery,0,Not rated,0
1,"Fast Food, Raw Meats",0,Not rated,3
1,North Indian,0,Not rated,0
1,"Italian, Pizza, Bakery",2.2,Poor,119
1,"North Indian, Chinese",2.6,Average,27
1,"North Indian, Mughlai",3.1,Average,5
1,"North Indian, Continental, Chinese",3,Average,25
1,"North Indian, Chinese",2.8,Average,4
1,Kerala,3,Average,24
1,"Chinese, Fast Food",3,Average,30
1,"North Indian, South Indian, Chinese",2.8,Average,19
1,"American, Fast Food",2.6,Average,35
1,North Indian,3.3,Average,28
1,Mithai,2.7,Average,11
1,"Pizza, Fast Food",2.7,Average,29
1,North Indian,3,Average,6
1,North Indian,3,Average,6
1,Chinese,2.9,Average,9
1,North Indian,2.9,Average,5
1,North Indian,2.8,Average,10
1,North Indian,2.9,Average,4
1,"Chinese, North Indian",3.3,Average,26
1,Fast Food,3,Average,13
1,Fast Food,3.5,Good,90
1,North Indian,0,Not rated,3
1,North Indian,0,Not rated,1
1,Bakery,0,Not rated,2
1,North Indian,0,Not rated,1
1,"North Indian, Chinese",0,Not rated,2
1,"Continental, Italian, Fast Food",0,Not rated,1
1,Mughlai,0,Not rated,3
1,Biryani,0,Not rated,1
1,Pizza,0,Not rated,0
1,"Continental, North Indian, South Indian",0,Not rated,1
1,North Indian,0,Not rated,2
1,North Indian,0,Not rated,0
1,"Raw Meats, North Indian, Fast Food",3,Average,7
1,"North Indian, South Indian",2.9,Average,4
1,North Indian,2.9,Average,9
1,"North Indian, Chinese",2.9,Average,6
1,Cafe,0,Not rated,0
1,Mughlai,0,Not rated,1
1,"North Indian, Chinese, Continental",0,Not rated,0
1,"Bakery, Desserts, Fast Food",0,Not rated,2
1,"North Indian, Fast Food",0,Not rated,0
1,"Chinese, Fast Food",0,Not rated,0
1,"Chinese, Fast Food",0,Not rated,0
1,North Indian,0,Not rated,3
1,Chinese,0,Not rated,1
1,"Ice Cream, Desserts",0,Not rated,3
1,Fast Food,0,Not rated,0
1,South Indian,0,Not rated,0
1,"Chinese, North Indian",0,Not rated,0
1,Chinese,0,Not rated,1
1,North Indian,0,Not rated,1
1,"Fast Food, North Indian",0,Not rated,0
1,"Fast Food, Burger",3.4,Average,91
1,"North Indian, Mughlai, Chinese",3.2,Average,151
1,"Italian, Pizza, Fast Food",2.8,Average,83
1,"North Indian, Mughlai",2.9,Average,4
1,North Indian,3,Average,4
1,"Mughlai, North Indian",0,Not rated,0
1,"Mithai, South Indian, Street Food",0,Not rated,0
1,Ice Cream,0,Not rated,1
1,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",0,Not rated,0
1,"North Indian, Fast Food",0,Not rated,0
1,Bakery,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,0
1,Chinese,0,Not rated,0
1,North Indian,0,Not rated,2
1,"Raw Meats, North Indian, Fast Food",0,Not rated,0
1,"Raw Meats, North Indian, Fast Food",0,Not rated,3
1,"Mughlai, North Indian",0,Not rated,0
